Date,Price,Open,High,Low,Change %
"May 11, 2015",95.01,94.79,95.26,94.8,0.23%
"May 12, 2015",94.53,95.06,95.16,94.24,-0.51%
"May 13, 2015",93.62,94.55,94.59,93.46,-0.96%
"May 14, 2015",93.46,93.64,93.76,93.13,-0.17%
"May 15, 2015",93.14,93.41,94.03,93.14,-0.34%
"May 18, 2015",94.22,93.23,94.27,93.27,1.16%
"May 19, 2015",95.27,94.12,95.47,94.09,1.11%
"May 20, 2015",95.45,95.31,95.84,95.26,0.19%
"May 21, 2015",95.25,95.59,95.65,94.97,-0.21%
"May 22, 2015",96.11,95.4,96.27,94.82,0.90%
"May 25, 2015",96.01,96.23,96.47,96.17,-0.10%
"May 26, 2015",97.3,96.39,97.36,96.45,1.34%
"May 27, 2015",97.37,97.22,97.78,96.89,0.07%
"May 28, 2015",96.97,97.26,97.63,96.86,-0.41%
"May 29, 2015",96.91,96.89,97.19,96.75,-0.06%
"Jun 01, 2015",97.39,96.9,97.68,96.93,0.50%
"Jun 02, 2015",95.83,97.43,97.53,95.67,-1.60%
"Jun 03, 2015",95.47,95.94,96.51,95.21,-0.38%
"Jun 04, 2015",95.46,95.42,95.62,94.65,-0.01%
"Jun 05, 2015",96.31,95.76,96.91,95.36,0.89%
"Jun 08, 2015",95.3,96.47,96.55,95.05,-1.05%
"Jun 09, 2015",95.17,95.26,95.58,94.84,-0.14%
"Jun 10, 2015",94.65,95.14,95.23,94.32,-0.55%
"Jun 11, 2015",94.98,94.7,95.59,94.71,0.35%
"Jun 12, 2015",94.97,95.09,95.68,94.69,-0.01%
"Jun 15, 2015",94.81,95.16,95.39,94.73,-0.17%
"Jun 16, 2015",95,94.83,95.23,94.56,0.20%
"Jun 17, 2015",94.3,94.95,95.18,94.11,-0.74%
"Jun 18, 2015",94.04,94.22,94.23,93.56,-0.28%
"Jun 19, 2015",94.08,94.03,94.5,93.9,0.04%
"Jun 22, 2015",94.33,94,94.45,93.81,0.27%
"Jun 23, 2015",95.43,94.29,95.64,94.3,1.17%
"Jun 24, 2015",95.26,95.37,95.54,94.93,-0.18%
"Jun 25, 2015",95.19,95.28,95.51,95.09,-0.07%
"Jun 26, 2015",95.47,95.17,95.67,95.08,0.29%
"Jun 29, 2015",94.79,96.11,96.37,94.68,-0.71%
"Jun 30, 2015",95.48,95.04,95.68,94.85,0.73%
"Jul 01, 2015",96.31,95.58,96.35,95.47,0.87%
"Jul 02, 2015",96.11,96.32,96.42,95.87,-0.21%
"Jul 03, 2015",96.11,96.09,96.22,95.87,0.00%
"Jul 06, 2015",96.3,96.42,96.62,96.02,0.20%
"Jul 07, 2015",96.86,96.28,97.23,96.31,0.58%
"Jul 08, 2015",96.29,96.68,96.88,96.12,-0.59%
"Jul 09, 2015",96.61,96.23,96.75,95.97,0.33%
"Jul 10, 2015",96.03,96.38,96.39,95.45,-0.60%
"Jul 13, 2015",96.86,96.09,96.86,95.63,0.86%
"Jul 14, 2015",96.64,96.81,97.05,96.27,-0.23%
"Jul 15, 2015",97.17,96.66,97.31,96.53,0.55%
"Jul 16, 2015",97.67,97.13,97.76,97.17,0.51%
"Jul 17, 2015",97.86,97.66,97.98,97.42,0.19%
"Jul 20, 2015",98.03,97.93,98.15,97.73,0.17%
"Jul 21, 2015",97.33,98.02,98.15,97.14,-0.71%
"Jul 22, 2015",97.6,97.34,97.79,97.11,0.28%
"Jul 23, 2015",97.11,97.45,97.51,96.89,-0.50%
"Jul 24, 2015",97.24,97.19,97.62,97.12,0.13%
"Jul 27, 2015",96.5,97.2,97.29,96.29,-0.76%
"Jul 28, 2015",96.77,96.58,96.97,96.47,0.28%
"Jul 29, 2015",96.98,96.64,97.25,96.5,0.22%
"Jul 30, 2015",97.56,97.13,97.77,97.17,0.60%
"Jul 31, 2015",97.34,97.47,97.6,96.31,-0.23%
"Aug 03, 2015",97.49,97.22,97.58,97.16,0.15%
"Aug 04, 2015",97.93,97.48,98,97.21,0.45%
"Aug 05, 2015",97.96,97.92,98.22,97.64,0.03%
"Aug 06, 2015",97.83,97.88,98.16,97.63,-0.13%
"Aug 07, 2015",97.56,97.79,98.33,97.51,-0.28%
"Aug 10, 2015",97.16,97.54,97.92,97.04,-0.41%
"Aug 11, 2015",97.29,97.19,97.59,96.88,0.13%
"Aug 12, 2015",96.26,97.18,97.33,95.93,-1.06%
"Aug 13, 2015",96.44,96.34,96.81,96.12,0.19%
"Aug 14, 2015",96.52,96.37,96.67,96.09,0.08%
"Aug 17, 2015",96.81,96.56,96.94,96.51,0.30%
"Aug 18, 2015",97.04,96.84,97.07,96.68,0.24%
"Aug 19, 2015",96.36,97,97.08,96.34,-0.70%
"Aug 20, 2015",95.98,96.45,96.58,95.71,-0.39%
"Aug 21, 2015",95.01,95.81,95.82,94.8,-1.01%
"Aug 24, 2015",93.33,94.86,94.96,92.62,-1.77%
"Aug 25, 2015",94.53,93.38,94.69,93.49,1.29%
"Aug 26, 2015",95.1,93.96,95.44,93.72,0.60%
"Aug 27, 2015",95.61,95.19,96.03,94.98,0.54%
"Aug 28, 2015",96.11,95.76,96.32,95.38,0.52%
"Aug 31, 2015",95.82,96.19,96.25,95.62,-0.30%
"Sep 01, 2015",95.45,95.93,95.93,95.19,-0.39%
"Sep 02, 2015",95.83,95.41,95.98,95.41,0.40%
"Sep 03, 2015",96.41,95.95,96.62,95.79,0.61%
"Sep 04, 2015",96.23,96.37,96.58,95.97,-0.19%
"Sep 07, 2015",96.23,96.15,96.42,96.04,0.00%
"Sep 08, 2015",95.98,96.15,96.24,95.73,-0.26%
"Sep 09, 2015",96.01,95.84,96.41,95.85,0.03%
"Sep 10, 2015",95.46,95.91,96.19,95.4,-0.57%
"Sep 11, 2015",95.19,95.47,95.69,95.11,-0.28%
"Sep 14, 2015",95.25,95.2,95.45,94.91,0.06%
"Sep 15, 2015",95.61,95.3,95.68,95.12,0.38%
"Sep 16, 2015",95.42,95.57,95.84,95.16,-0.20%
"Sep 17, 2015",94.55,95.31,95.39,94.36,-0.91%
"Sep 18, 2015",94.86,94.57,95.38,94.06,0.33%
"Sep 21, 2015",95.89,95.36,95.98,95.04,1.09%
"Sep 22, 2015",96.28,95.92,96.4,95.76,0.41%
"Sep 23, 2015",96.07,96.31,96.55,96.02,-0.22%
"Sep 24, 2015",96.69,96.23,96.69,95.46,0.65%
"Sep 25, 2015",96.27,96.24,96.7,96.12,-0.43%
"Sep 28, 2015",96.03,96.29,96.5,95.9,-0.25%
"Sep 29, 2015",95.86,96.02,96.24,95.71,-0.18%
"Sep 30, 2015",96.35,95.91,96.41,95.85,0.51%
"Oct 01, 2015",96.19,96.27,96.49,95.97,-0.17%
"Oct 02, 2015",95.83,96.14,96.38,95.22,-0.37%
"Oct 05, 2015",96.11,95.84,96.17,95.45,0.29%
"Oct 06, 2015",95.45,96.05,96.16,95.4,-0.69%
"Oct 07, 2015",95.5,95.47,95.7,95.33,0.05%
"Oct 08, 2015",95.32,95.57,95.61,94.98,-0.19%
"Oct 09, 2015",94.81,95.23,95.34,94.69,-0.54%
"Oct 12, 2015",94.84,94.86,94.9,94.62,0.03%
"Oct 13, 2015",94.76,94.9,94.98,94.54,-0.08%
"Oct 14, 2015",93.93,94.76,94.76,93.84,-0.88%
"Oct 15, 2015",94.37,93.95,94.59,93.81,0.47%
"Oct 16, 2015",94.54,94.47,94.77,94.37,0.18%
"Oct 19, 2015",94.93,94.67,95,94.55,0.41%
"Oct 20, 2015",94.91,94.93,94.95,94.59,-0.02%
"Oct 21, 2015",95.03,94.85,95.08,94.72,0.13%
"Oct 22, 2015",96.38,95.04,96.54,94.94,1.42%
"Oct 23, 2015",97.13,96.4,97.2,96.15,0.78%
"Oct 26, 2015",96.86,97.15,97.15,96.68,-0.28%
"Oct 27, 2015",96.91,96.8,96.97,96.58,0.05%
"Oct 28, 2015",97.78,96.95,97.82,96.47,0.90%
"Oct 29, 2015",97.28,97.61,97.69,97.19,-0.51%
"Oct 30, 2015",96.95,97.19,97.35,96.58,-0.34%
"Nov 02, 2015",96.93,96.69,96.97,96.64,-0.02%
"Nov 03, 2015",97.16,96.9,97.48,96.77,0.24%
"Nov 04, 2015",97.95,97.2,98.05,97.17,0.81%
"Nov 05, 2015",97.94,97.94,98.14,97.75,-0.01%
"Nov 06, 2015",99.17,97.95,99.34,97.89,1.26%
"Nov 09, 2015",98.98,99.27,99.27,98.82,-0.19%
"Nov 10, 2015",99.29,99.01,99.5,98.94,0.31%
"Nov 11, 2015",99.01,99.1,99.24,98.78,-0.28%
"Nov 12, 2015",98.65,98.82,99.29,98.43,-0.36%
"Nov 13, 2015",99,98.57,99.21,98.53,0.35%
"Nov 16, 2015",99.44,99,99.46,98.87,0.44%
"Nov 17, 2015",99.63,99.4,99.75,99.36,0.19%
"Nov 18, 2015",99.65,99.65,99.85,99.31,0.02%
"Nov 19, 2015",98.99,99.41,99.48,98.73,-0.66%
"Nov 20, 2015",99.56,99.09,99.65,99,0.58%
"Nov 23, 2015",99.8,99.66,100,99.53,0.24%
"Nov 24, 2015",99.53,99.68,99.78,99.47,-0.27%
"Nov 25, 2015",99.8,99.56,100.17,99.31,0.27%
"Nov 26, 2015",99.8,99.74,99.91,99.71,0.00%
"Nov 27, 2015",100.02,99.86,100.2,99.66,0.22%
"Nov 30, 2015",100.17,100.08,100.31,100.05,0.15%
"Dec 01, 2015",99.8,100.23,100.26,99.72,-0.37%
"Dec 02, 2015",99.99,99.83,100.51,99.8,0.19%
"Dec 03, 2015",97.62,100.01,100.47,97.59,-2.37%
"Dec 04, 2015",98.35,97.83,98.61,97.75,0.75%
"Dec 07, 2015",98.66,98.38,98.9,98.3,0.32%
"Dec 08, 2015",98.47,98.73,98.76,98.33,-0.19%
"Dec 09, 2015",97.34,98.45,98.52,97.22,-1.15%
"Dec 10, 2015",97.94,97.41,97.99,97.36,0.62%
"Dec 11, 2015",97.56,97.98,98.09,97.33,-0.39%
"Dec 14, 2015",97.6,97.61,97.93,97.28,0.04%
"Dec 15, 2015",98.22,97.64,98.29,97.19,0.64%
"Dec 16, 2015",97.87,98.19,98.6,97.66,-0.36%
"Dec 17, 2015",99.27,98.56,99.29,98.53,1.43%
"Dec 18, 2015",98.7,99.02,99.18,98.64,-0.57%
"Dec 21, 2015",98.36,98.68,98.84,98.29,-0.34%
"Dec 22, 2015",98.23,98.46,98.51,98,-0.13%
"Dec 23, 2015",98.34,98.21,98.6,98.19,0.11%
"Dec 24, 2015",97.98,98.33,98.38,97.86,-0.37%
"Dec 25, 2015",97.98,97.87,98.02,97.83,0.00%
"Dec 28, 2015",97.92,97.95,98.03,97.81,-0.06%
"Dec 29, 2015",98.1,97.9,98.41,97.8,0.18%
"Dec 30, 2015",98.27,98.21,98.41,98.11,0.17%
"Dec 31, 2015",98.63,98.22,98.78,98.18,0.37%
"Jan 01, 2016",98.63,98.69,98.69,98.63,0.00%
"Jan 04, 2016",98.87,98.59,99.18,98.05,0.24%
"Jan 05, 2016",99.4,98.87,99.63,98.75,0.54%
"Jan 06, 2016",99.18,99.39,99.58,99.11,-0.22%
"Jan 07, 2016",98.22,99.21,99.3,98.17,-0.97%
"Jan 08, 2016",98.54,98.3,99.18,98.27,0.33%
"Jan 11, 2016",98.72,98.41,98.89,98.25,0.18%
"Jan 12, 2016",98.97,98.8,99.28,98.57,0.25%
"Jan 13, 2016",98.93,99.03,99.33,98.86,-0.04%
"Jan 14, 2016",99.09,98.82,99.26,98.59,0.16%
"Jan 15, 2016",98.96,99.1,99.12,98.38,-0.13%
"Jan 18, 2016",98.96,98.8,99.2,98.8,0.00%
"Jan 19, 2016",98.99,99.12,99.31,98.86,0.03%
"Jan 20, 2016",99.09,99.02,99.19,98.63,0.10%
"Jan 21, 2016",99.06,99.19,99.8,98.91,-0.03%
"Jan 22, 2016",99.57,99.18,99.59,99.11,0.51%
"Jan 25, 2016",99.36,99.52,99.55,99.23,-0.21%
"Jan 26, 2016",99.36,99.3,99.45,99,0.00%
"Jan 27, 2016",98.9,99.02,99.16,98.71,-0.46%
"Jan 28, 2016",98.51,98.88,99.11,98.42,-0.39%
"Jan 29, 2016",99.61,98.65,99.83,98.58,1.12%
"Feb 01, 2016",99.01,99.55,99.63,98.93,-0.60%
"Feb 02, 2016",98.87,98.99,99.09,98.75,-0.14%
"Feb 03, 2016",97.29,98.83,98.94,96.89,-1.60%
"Feb 04, 2016",96.47,97.29,97.47,96.26,-0.84%
"Feb 05, 2016",97.03,96.56,97.27,96.32,0.58%
"Feb 08, 2016",96.57,97.06,97.48,96.54,-0.47%
"Feb 09, 2016",96.07,96.73,96.83,95.66,-0.52%
"Feb 10, 2016",95.89,96.06,96.72,95.76,-0.19%
"Feb 11, 2016",95.56,95.89,95.9,95.24,-0.34%
"Feb 12, 2016",95.94,95.5,96.22,95.46,0.40%
"Feb 15, 2016",95.98,96.08,96.88,95.94,0.04%
"Feb 16, 2016",96.87,96.58,96.99,96.38,0.93%
"Feb 17, 2016",96.79,96.94,97.1,96.63,-0.08%
"Feb 18, 2016",96.95,96.89,97.09,96.69,0.17%
"Feb 19, 2016",96.6,96.87,97.17,96.56,-0.36%
"Feb 22, 2016",97.38,96.78,97.6,96.73,0.81%
"Feb 23, 2016",97.48,97.36,97.58,97.14,0.10%
"Feb 24, 2016",97.46,97.47,97.92,97.23,-0.02%
"Feb 25, 2016",97.29,97.49,97.72,97.22,-0.17%
"Feb 26, 2016",98.15,97.4,98.26,97.1,0.88%
"Feb 29, 2016",98.21,98.17,98.37,97.8,0.06%
"Mar 01, 2016",98.35,98.18,98.57,98.09,0.14%
"Mar 02, 2016",98.21,98.26,98.58,98.12,-0.14%
"Mar 03, 2016",97.59,98.2,98.35,97.46,-0.63%
"Mar 04, 2016",97.34,97.67,98.03,97.02,-0.26%
"Mar 07, 2016",97.07,97.4,97.7,97.04,-0.28%
"Mar 08, 2016",97.21,97.11,97.27,96.89,0.14%
"Mar 09, 2016",97.17,97.22,97.57,96.93,-0.04%
"Mar 10, 2016",96.07,97.23,98.42,95.94,-1.13%
"Mar 11, 2016",96.17,96.17,96.72,95.94,0.10%
"Mar 14, 2016",96.62,96.31,96.71,96.14,0.47%
"Mar 15, 2016",96.63,96.6,96.87,96.47,0.01%
"Mar 16, 2016",95.89,96.67,97.06,95.54,-0.77%
"Mar 17, 2016",94.76,95.75,95.83,94.65,-1.18%
"Mar 18, 2016",95.09,94.77,95.17,94.58,0.35%
"Mar 21, 2016",95.29,95.15,95.41,95,0.21%
"Mar 22, 2016",95.65,95.43,95.75,95.26,0.38%
"Mar 23, 2016",96.05,95.64,96.23,95.62,0.42%
"Mar 24, 2016",96.14,96.07,96.36,96.04,0.09%
"Mar 25, 2016",96.14,96.11,96.36,96.11,0.00%
"Mar 28, 2016",95.94,96.27,96.4,95.84,-0.21%
"Mar 29, 2016",95.16,95.96,96.22,95.09,-0.81%
"Mar 30, 2016",94.84,95.21,95.22,94.59,-0.34%
"Mar 31, 2016",94.59,94.84,95.03,94.32,-0.26%
"Apr 01, 2016",94.62,94.64,95.11,94.33,0.03%
"Apr 04, 2016",94.51,94.56,94.83,94.41,-0.12%
"Apr 05, 2016",94.63,94.58,94.98,94.45,0.13%
"Apr 06, 2016",94.43,94.6,95.07,94.24,-0.21%
"Apr 07, 2016",94.48,94.48,94.67,94.02,0.05%
"Apr 08, 2016",94.23,94.56,94.68,94.09,-0.26%
"Apr 11, 2016",93.95,94.1,94.34,93.75,-0.30%
"Apr 12, 2016",93.96,93.99,94.39,93.63,0.01%
"Apr 13, 2016",94.74,94.05,94.85,94,0.83%
"Apr 14, 2016",94.9,94.81,95.2,94.68,0.17%
"Apr 15, 2016",94.7,94.93,95.05,94.51,-0.21%
"Apr 18, 2016",94.49,94.59,94.83,94.38,-0.22%
"Apr 19, 2016",93.98,94.49,94.55,93.93,-0.54%
"Apr 20, 2016",94.49,94.14,94.59,93.94,0.54%
"Apr 21, 2016",94.6,94.53,94.7,93.92,0.12%
"Apr 22, 2016",95.12,94.63,95.2,94.47,0.55%
"Apr 25, 2016",94.84,95.11,95.08,94.68,-0.29%
"Apr 26, 2016",94.57,94.79,94.81,94.2,-0.28%
"Apr 27, 2016",94.39,94.53,94.8,94.15,-0.19%
"Apr 28, 2016",93.76,94.39,94.58,93.69,-0.67%
"Apr 29, 2016",93.08,93.8,93.8,93.01,-0.73%
"May 02, 2016",92.63,93.02,93.07,92.54,-0.48%
"May 03, 2016",92.94,92.6,93.11,91.92,0.33%
"May 04, 2016",93.18,92.98,93.36,92.85,0.26%
"May 05, 2016",93.78,93.21,93.86,93.17,0.64%
"May 06, 2016",93.89,93.73,93.96,93.28,0.12%
"May 09, 2016",94.13,93.91,94.2,93.8,0.26%
"May 10, 2016",94.29,94.13,94.36,94.03,0.17%
"May 11, 2016",93.82,94.26,94.26,93.68,-0.50%
"May 12, 2016",94.15,93.85,94.19,93.8,0.35%
"May 13, 2016",94.61,94.12,94.84,94.12,0.49%
"May 16, 2016",94.57,94.65,94.68,94.4,-0.04%
"May 17, 2016",94.55,94.57,94.71,94.33,-0.02%
"May 18, 2016",95.08,94.58,95.27,94.53,0.56%
"May 19, 2016",95.29,95.15,95.5,95.12,0.22%
"May 20, 2016",95.33,95.29,95.46,95.17,0.04%
"May 23, 2016",95.23,95.32,95.48,95.1,-0.10%
"May 24, 2016",95.57,95.27,95.66,95.2,0.36%
"May 25, 2016",95.35,95.63,95.66,95.33,-0.23%
"May 26, 2016",95.17,95.42,95.42,94.94,-0.19%
"May 27, 2016",95.52,95.14,95.78,95.08,0.37%
"May 30, 2016",95.52,95.7,95.97,95.52,0.00%
"May 31, 2016",95.89,95.66,95.89,95.46,0.39%
"Jun 01, 2016",95.45,95.81,95.9,95.34,-0.46%
"Jun 02, 2016",95.56,95.43,95.61,95.15,0.12%
"Jun 03, 2016",94.03,95.55,95.64,93.86,-1.60%
"Jun 06, 2016",93.9,94.02,94.27,93.75,-0.14%
"Jun 07, 2016",93.83,94.02,94.09,93.75,-0.07%
"Jun 08, 2016",93.59,93.86,93.87,93.42,-0.26%
"Jun 09, 2016",93.95,93.55,94.13,93.43,0.38%
"Jun 10, 2016",94.57,94.09,94.71,94.05,0.66%
"Jun 13, 2016",94.36,94.65,94.75,94.24,-0.22%
"Jun 14, 2016",94.93,94.36,95.03,94.32,0.60%
"Jun 15, 2016",94.61,94.91,95.04,94.36,-0.34%
"Jun 16, 2016",94.57,94.6,95.32,94.2,-0.04%
"Jun 17, 2016",94.21,94.58,94.59,94.07,-0.38%
"Jun 20, 2016",93.61,93.87,93.87,93.45,-0.64%
"Jun 21, 2016",94.02,93.61,94.14,93.42,0.44%
"Jun 22, 2016",93.72,94.05,94.12,93.42,-0.32%
"Jun 23, 2016",93.53,93.5,93.61,93.02,-0.20%
"Jun 24, 2016",95.45,93.45,96.7,93.45,2.05%
"Jun 27, 2016",96.54,96.07,96.7,95.81,1.14%
"Jun 28, 2016",96.25,96.41,96.41,95.77,-0.30%
"Jun 29, 2016",95.77,96.04,96.2,95.59,-0.50%
"Jun 30, 2016",96.14,95.67,96.42,95.44,0.39%
"Jul 01, 2016",95.65,95.89,96.08,95.41,-0.51%
"Jul 04, 2016",95.65,95.69,95.89,95.43,0.00%
"Jul 05, 2016",96.17,95.54,96.25,95.34,0.54%
"Jul 06, 2016",96.05,96.25,96.5,95.98,-0.12%
"Jul 07, 2016",96.33,96.13,96.34,95.92,0.29%
"Jul 08, 2016",96.3,96.28,96.7,95.83,-0.03%
"Jul 11, 2016",96.57,96.29,96.79,96.27,0.28%
"Jul 12, 2016",96.44,96.54,96.64,96.07,-0.13%
"Jul 13, 2016",96.22,96.51,96.6,96.09,-0.23%
"Jul 14, 2016",96.08,96.27,96.37,95.83,-0.15%
"Jul 15, 2016",96.58,96.13,96.73,95.91,0.52%
"Jul 18, 2016",96.56,96.59,96.71,96.47,-0.02%
"Jul 19, 2016",97.06,96.55,97.15,96.52,0.52%
"Jul 20, 2016",97.2,97.08,97.32,96.99,0.14%
"Jul 21, 2016",97,97.13,97.21,96.73,-0.21%
"Jul 22, 2016",97.47,96.92,97.54,96.83,0.48%
"Jul 25, 2016",97.29,97.35,97.57,97.22,-0.18%
"Jul 26, 2016",97.16,97.29,97.32,96.85,-0.13%
"Jul 27, 2016",97.05,97.14,97.53,96.67,-0.11%
"Jul 28, 2016",96.74,96.73,96.77,96.29,-0.32%
"Jul 29, 2016",95.53,96.62,96.62,95.38,-1.25%
"Aug 01, 2016",95.71,95.59,95.82,95.54,0.19%
"Aug 02, 2016",95.06,95.82,95.85,95,-0.68%
"Aug 03, 2016",95.56,95.13,95.61,95.13,0.53%
"Aug 04, 2016",95.76,95.54,95.9,95.42,0.21%
"Aug 05, 2016",96.19,95.78,96.52,95.55,0.45%
"Aug 08, 2016",96.4,96.29,96.47,96.15,0.22%
"Aug 09, 2016",96.18,96.39,96.52,96.08,-0.23%
"Aug 10, 2016",95.65,96.12,96.12,95.44,-0.55%
"Aug 11, 2016",95.86,95.58,95.97,95.5,0.22%
"Aug 12, 2016",95.72,95.92,95.99,95.25,-0.15%
"Aug 15, 2016",95.63,95.65,95.8,95.47,-0.09%
"Aug 16, 2016",94.79,95.61,95.66,94.43,-0.88%
"Aug 17, 2016",94.72,94.8,95.1,94.51,-0.07%
"Aug 18, 2016",94.16,94.7,94.7,94.08,-0.59%
"Aug 19, 2016",94.51,94.23,94.63,94.22,0.37%
"Aug 22, 2016",94.52,94.72,94.96,94.44,0.01%
"Aug 23, 2016",94.54,94.55,94.58,94.21,0.02%
"Aug 24, 2016",94.79,94.55,94.91,94.5,0.26%
"Aug 25, 2016",94.77,94.78,94.83,94.59,-0.02%
"Aug 26, 2016",95.57,94.72,95.59,94.25,0.84%
"Aug 29, 2016",95.58,95.61,95.83,95.48,0.01%
"Aug 30, 2016",96.05,95.58,96.14,95.53,0.49%
"Aug 31, 2016",96.02,96.01,96.25,95.9,-0.03%
"Sep 01, 2016",95.65,95.98,96.24,95.59,-0.39%
"Sep 02, 2016",95.84,95.67,95.96,95.19,0.20%
"Sep 05, 2016",95.84,95.89,95.89,95.55,0.00%
"Sep 06, 2016",94.82,95.79,95.86,94.77,-1.06%
"Sep 07, 2016",94.96,94.89,95.06,94.69,0.15%
"Sep 08, 2016",95.03,94.96,95.14,94.47,0.07%
"Sep 09, 2016",95.34,94.94,95.58,94.8,0.33%
"Sep 12, 2016",95.09,95.3,95.45,94.94,-0.26%
"Sep 13, 2016",95.63,95.12,95.67,95.08,0.57%
"Sep 14, 2016",95.33,95.56,95.66,95.2,-0.31%
"Sep 15, 2016",95.29,95.33,95.56,95.08,-0.04%
"Sep 16, 2016",96.11,95.23,96.11,95.22,0.86%
"Sep 19, 2016",95.84,96.07,96.07,95.64,-0.28%
"Sep 20, 2016",96.02,95.83,96.04,95.6,0.19%
"Sep 21, 2016",95.66,96,96.33,95.44,-0.37%
"Sep 22, 2016",95.45,95.5,95.53,95.05,-0.22%
"Sep 23, 2016",95.48,95.36,95.68,95.34,0.03%
"Sep 26, 2016",95.3,95.4,95.53,95.13,-0.19%
"Sep 27, 2016",95.44,95.32,95.67,95.24,0.15%
"Sep 28, 2016",95.43,95.45,95.74,95.36,-0.01%
"Sep 29, 2016",95.53,95.37,95.68,95.33,0.10%
"Sep 30, 2016",95.46,95.51,95.96,95.34,-0.07%
"Oct 03, 2016",95.69,95.54,95.8,95.46,0.24%
"Oct 04, 2016",96.17,95.73,96.44,95.73,0.50%
"Oct 05, 2016",96.12,96.1,96.31,95.96,-0.05%
"Oct 06, 2016",96.77,96.14,96.77,96.11,0.68%
"Oct 07, 2016",96.63,97.12,97.19,96.4,-0.14%
"Oct 10, 2016",96.93,96.63,96.97,96.46,0.31%
"Oct 11, 2016",97.69,96.91,97.76,96.91,0.78%
"Oct 12, 2016",97.97,97.54,98.04,97.45,0.29%
"Oct 13, 2016",97.52,97.99,98.13,97.5,-0.46%
"Oct 14, 2016",98.02,97.53,98.12,97.51,0.51%
"Oct 17, 2016",97.89,98.15,98.17,97.81,-0.13%
"Oct 18, 2016",97.89,97.87,97.96,97.61,0.00%
"Oct 19, 2016",97.92,97.89,97.97,97.63,0.03%
"Oct 20, 2016",98.31,97.85,98.4,97.66,0.40%
"Oct 21, 2016",98.69,98.32,98.81,98.31,0.39%
"Oct 24, 2016",98.76,98.64,98.85,98.54,0.07%
"Oct 25, 2016",98.72,98.77,99.12,98.61,-0.04%
"Oct 26, 2016",98.63,98.7,98.84,98.33,-0.09%
"Oct 27, 2016",98.89,98.62,99.03,98.5,0.26%
"Oct 28, 2016",98.35,98.92,98.94,98.24,-0.55%
"Oct 31, 2016",98.44,98.3,98.7,98.29,0.09%
"Nov 01, 2016",97.7,98.39,98.48,97.64,-0.75%
"Nov 02, 2016",97.4,97.75,97.8,97.18,-0.31%
"Nov 03, 2016",97.16,97.37,97.46,97.04,-0.25%
"Nov 04, 2016",97.06,97.17,97.35,96.89,-0.10%
"Nov 07, 2016",97.78,97.54,97.87,97.22,0.74%
"Nov 08, 2016",97.86,97.74,98,97.55,0.08%
"Nov 09, 2016",98.5,97.68,98.7,95.89,0.65%
"Nov 10, 2016",98.78,98.61,99.08,98.31,0.28%
"Nov 11, 2016",99.06,98.85,99.13,98.54,0.28%
"Nov 14, 2016",100.11,99.13,100.22,99.13,1.06%
"Nov 15, 2016",100.23,99.8,100.26,99.45,0.12%
"Nov 16, 2016",100.41,100.18,100.57,99.9,0.18%
"Nov 17, 2016",100.89,100.26,101.01,99.96,0.48%
"Nov 18, 2016",101.21,100.97,101.48,100.83,0.32%
"Nov 21, 2016",101.05,101.28,101.4,100.74,-0.16%
"Nov 22, 2016",101.04,100.77,101.32,100.65,-0.01%
"Nov 23, 2016",101.7,100.95,101.91,100.89,0.65%
"Nov 24, 2016",101.7,101.82,102.05,101.43,0.00%
"Nov 25, 2016",101.49,101.84,101.92,101.21,-0.21%
"Nov 28, 2016",101.33,101.25,101.6,100.64,-0.16%
"Nov 29, 2016",100.93,101.18,101.64,100.86,-0.39%
"Nov 30, 2016",101.5,100.85,101.83,100.84,0.56%
"Dec 01, 2016",101.04,101.52,101.59,100.87,-0.45%
"Dec 02, 2016",100.77,100.88,101.11,100.62,-0.27%
"Dec 05, 2016",100.09,100.84,101.54,99.85,-0.67%
"Dec 06, 2016",100.49,100.13,100.58,99.98,0.40%
"Dec 07, 2016",100.23,100.48,100.6,100.13,-0.26%
"Dec 08, 2016",101.1,100.23,101.25,99.43,0.87%
"Dec 09, 2016",101.59,101.06,101.74,101.01,0.48%
"Dec 12, 2016",101.03,101.71,101.78,100.84,-0.55%
"Dec 13, 2016",101.07,100.89,101.16,100.75,0.04%
"Dec 14, 2016",101.76,101.04,102.35,100.73,0.68%
"Dec 15, 2016",103.02,102.23,103.56,102.16,1.24%
"Dec 16, 2016",102.95,103.16,103.27,102.62,-0.07%
"Dec 19, 2016",103.14,102.9,103.21,102.52,0.18%
"Dec 20, 2016",103.29,103.15,103.65,103.03,0.15%
"Dec 21, 2016",103.02,103.26,103.38,102.77,-0.26%
"Dec 22, 2016",103.09,103.05,103.14,102.59,0.07%
"Dec 23, 2016",103.01,103.08,103.23,102.88,-0.08%
"Dec 26, 2016",103.01,103.01,103.02,102.83,0.00%
"Dec 27, 2016",103.02,102.97,103.15,102.95,0.01%
"Dec 28, 2016",103.3,103.02,103.63,102.87,0.27%
"Dec 29, 2016",102.68,103.21,103.25,102.6,-0.60%
"Dec 30, 2016",102.21,102.13,102.59,101.91,-0.46%
"Jan 02, 2017",102.83,102.38,102.94,102.21,0.61%
"Jan 03, 2017",103.21,102.88,103.82,102.59,0.37%
"Jan 04, 2017",102.7,103.17,103.44,102.39,-0.49%
